ID,Language_ID,Headword,Part_Of_Speech,Abstract_Noun,Agentive_Noun,Alternative_Form,Associated_Phrasemes,Attributive,Contains,Dialectal_Distribution,Diffusive_Form,Entry_IDs,Etymology,Infinitive,MarkedPossession,Morphological_Segmentation,NonPossessed_Form,Phonetic_Form,Plural,Possessed_Plural,Predictable_Dialectal_Variants,Related_Dialectal_Form,Source,Variant_Form
TSE40241,tzh,mal,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE40251,tzh,mal,i.v.,,,,,,,,,,,,,,,,,,,,,
TSE40261,tzh,mal k'aal,n.,,,xmal k'aal,,,,,,,,,-il,mal + k'aal,,,,,,,,
TSE40271,tzh,mal k'al,interj.,,,,,,,"Amatenango, Villa Las Rosas",,,,,,,,,,,,Aguacatenango <mal k'ajal>s,,
TSE40281,tzh,malch'uj,i.v.,,,,,,,"Bachajón, Petalcingo",,,,,,mal -ch'uj,,,,,,,,
TSE40291,tzh,malch'un,t.v.,,,,,,,"Bachajón, Petalcingo",,,,,,mal -ch'un,,,,,,Oxchuc [malk'un](TSE40311),,
TSE40301,tzh,maliy,t.v.,,,,,,,,,,,,,mal -iy,,,,,,,,
TSE40311,tzh,malk'un,t.v.,,,,,,,Oxchuc,,,,,,mal -k'un,,,,,,,,
TSE40321,tzh,mam,n2.,,,,,,,,,,,,,,,,,"-atak, -tak",,Amatenango [ilnich'an](TSE19371),,
TSE40322,tzh,mam,n.,,,,,,,"Oxchuc, Sibakja’, Tenango",,TSE40452,de [mam](TSE40321),,,,,,,,,,,
TSE40323,tzh,tul,n2.,,,,,,,Sibakja’,,,,,,,-il,,,,,,,
TSE40331,tzh,mam alib,n2.co.,,,,,,TSE01931 ; TSE40321,Amatenango,,,,,,mam + alib,,,,,,,,
TSE40341,tzh,mam ni'al,n2.,,,,,,TSE40321 ; TSE44741,Amatenango,,,,,,mam + ni'al,,,,,,,,
TSE40351,tzh,mamal,n.,,,,,,TSE40321,,,,,,,mam -al,,,,,,,,
TSE40361,tzh,mamal,attr.adj.,,,,,,,,,TSE40351,de [mamal](TSE40351),,,,,,,,,,,
TSE40371,tzh,mamal alib,n2.,,,,,,TSE01931,"Petalcingo, Tenejapa",,,,,,mam -al + alib,,,,,,,,Petalcingo <mama alib>
TSE40381,tzh,mamal tat,n2.,,,,,,TSE40351 ; TSE57961,"Sibakja’, Tenango",,,,,,mam -al + tat,,,,,,,,
TSE40391,tzh,mamalal,n2.,,,,,,TSE40351,,,,,,,mam -al -al,-il,,,,,"Oxchuc, var. Villa Las Rosas [mamlal](TSE40392)",,
TSE40392,tzh,mamlal,n2.,,,,,,,"Oxchuc, Villa Las Rosas",,,,,,mam -al -al,-il,,,,,,,
TSE40401,tzh,mamalalin,t.v.,,,,,,TSE40391,,,,,,,mam -al -al -in,,,,,,Oxchuc [mamlalin](TSE40402),,
TSE40402,tzh,mamlalin,t.v.,,,,,,TSE40391,Oxchuc,,,,,,mam -al -al -in,,,,,,,,
TSE40411,tzh,mamalub,i.v.,,,,,,TSE40351,,,,,,,mam -al -ub,,,,,,,,
TSE40421,tzh,mamalubtes,t.v.,,,,,,TSE40411,,,,,,,mam -al -ub -tes,,,,,,,,
TSE40431,tzh,mambaj,agt.i.v.,,,,,,TSE40461,,,,,,,man -baj,,,,,,,,
TSE40441,tzh,mambajel,act.n.,,,,,,TSE40431,,,,,,,man -baj -el,,,,,,,,
TSE40451,tzh,mamuch,n2.,,,,,,TSE40321,North (-Sibakja’),,,,,,mam -uch,-il,,,,,,,
TSE40452,tzh,mamuch,n.,,,,,,TSE40321,Oxchuc,,TSE40322,,,,mam -uch,,,,,,,,
TSE40461,tzh,man,t.v.,,,,[la sman yal](TSE34831),,,,,,,,,,,,,,,,,
TSE40471,tzh,manchuk,sub./n.v.p.,,,,,,,,,,combinación (irregular) de la negación [ma'](TSE39351) y el sufijo de irrealis <-uk>,,,"manch -uk (raíz <manch>desconocida, pero relacionada con la negación <ma'>)",,,,,,Petalcingo [machuk](TSE39501),,
TSE40481,tzh,manko,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE40491,tzh,mank'uk',n.,,,"jmank'uk', xmank'uk'",,,,,,,,,,"man + k'uk', de mam + k'uk'",,,,,,,,
TSE40501,tzh,mantal,n.,,,"mantar, mandar",,,,,,,del español,,-ul,,,,,,,,,
TSE40511,tzh,mantalil,n.,,,,,,TSE40501,,,,,,,mantal -il,,,,,,,,
TSE40521,tzh,mantaltes,t.v.,,,mandartes,,,TSE40501,,,,,,,mantal -tes,,,,,,,,
TSE40531,tzh,mantekat,n./adj.,,,,,,,"Bachajón, Petalcingo",,,del español,,,,,,,,,,,
TSE40541,tzh,mantrex,n.,,,,,,,Tenejapa,,,del español,,,,,,,,,,,
TSE40551,tzh,mantsana,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE40561,tzh,mantso,adj.,,,,,"Ø, -il",,,[mantsotik](TSE40562),,del español,,,,,,,,,,,
TSE40562,tzh,mantsotik,diff.adj.,,,,,,TSE40561,,,,,,,mantso -tik,,,,,,,,
TSE40571,tzh,mantsohub,i.v.,,,,,,TSE40561,,,,,,,mantso -ub,,,,,alternancia H: <mantsoub>,,,
TSE40581,tzh,mantsohubtes,t.v.,,,,,,TSE40571,,,,,,,mantso -ub -tes,,,,,alternancia H: <mantsoubtes>,Cancuc <k'aytes>,,
TSE40591,tzh,manya,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE40601,tzh,map,n.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE40611,tzh,marats'tik,diff.adj.,,,,,,,"Guaquitepec, Tenejapa",,,,,,marats' -tik,,,,,,Cancuc <maruts'tik>; Oxchuc <marts'ubtik>; South <malats'tik>,,
TSE40621,tzh,marats'ub,i.v.,,,,,,,Tenejapa,,,,,,marats' -ub,,,,,,Cancuc <maruts'ub>; Oxchuc <marts'ub>; South <malats'ub>,,
TSE40631,tzh,martoma,n.,,,,,,,,,,del español,,,,,,,,,Cancuc <martombaj>,,"Guaquitepec <martomo>, Yajalón <mardoma>"
TSE40641,tzh,mas,adv.,,,,,,,,,,del español,,,,,,,,,,,
TSE40651,tzh,mas,n.,,,,,,,Guaquitepec,,,del español,,,,,,,,,,,
TSE40661,tzh,mas,t.v.,,,,,,,Guaquitepec,,,del español,,,,,,,,,,,
TSE40671,tzh,masan,n.,,,,,,,"Bachajón, Cancuc, Guaquitepec, Oxchuc",,,,,,,,,,,,,,
TSE40681,tzh,masan,n.,,,,,,,"Cancuc, Oxchuc, Tenejapa",,,,,,,,,,,,,,
TSE40691,tzh,ma'sit,n.,,,,,,,,,,,,,ma' + sit,,,,,,,,
TSE40701,tzh,ma'sit xux,n.,,,,,,,Guaquitepec,,,,,,[ma' + sit] + xux,,,,,,,,
TSE40711,tzh,masuy,t.v.,,,,,,,"Bachajón, Guaquitepec",,,,,,mas -uy,,,,,alternancia -Y: <masu>,,,
TSE40721,tzh,mati,part.,,,,,,,"North (Sibakja’), Tenejapa, Villa Las Rosas",,,,,,,,,,,,"Center, var. Guaquitepec [kati](TSE29001); Aguacatenango, Amatenango [metik](TSE41671)",,
TSE40731,tzh,mats',n.,,,,,,,,,,,,-ul,,,,,,,,,
TSE40741,tzh,mats',t.v.,,,,,,,"Amatenango, Guaquitepec, Oxchuc, Tenejapa",,,,,,,,,,,,,,
TSE40751,tzh,mats',t.v.,,,,,,,"Bachajón, Copanaguatla, Petalcingo",,,,,,,,,,,,,,
TSE40752,tzh,mahts',i.v.,,,,,,TSE40751,"Bachajón, Copanaguatla, Petalcingo, Tenejapa",,,,,,mats' -h-,,,,,alternancia H: <majts'>,,,
TSE40761,tzh,matsab,n2.,,,,,,,Aguacatenango,,,,,,,,,,,,,,
TSE40771,tzh,mats'al,pos.adj.,,,,,,,"Cancuc, Tenejapa",,,,,,mats' -al,,,mats'ajtik,,,"Bachajón, Guaquitepec, Oxchuc, Petalcingo, Yajalón [kats'al](TSE29131), Villa Las Rosas [katsal](TSE29121)",,
TSE40781,tzh,mats'am sots',n.,,,,,,,Tenejapa,,,,,,mats'am + sots',,,,,,,,
TSE40791,tzh,ma'uk,interj.,,,,,,,"North, Cancuc, Tenango",,,,,,ma' -uk,,,,,,"Center, South [ju'uk](TSE26551), <ju'u, jo'o>; Petalcingo [ma'a](TSE40792)",,
TSE40792,tzh,ma'a,interj.,,,,,,,Petalcingo,,TSE40791,,,,ma' -a,,,,,,,,
TSE40801,tzh,ma'uk,coord.,,,,,,,Bachajón,,TSE40791,,,,,,,,,,"Cancuc, Tenejapa [mak](TSE39931); Oxchuc <mok>",,
TSE40811,tzh,max,n.,,,,,,,,,,,,,,,,,,,,,
TSE40821,tzh,max,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE40831,tzh,maxlajan,expr.,,,,,,,,,,,,,max -lajan,,,,,,,,
TSE40841,tzh,maxmon,expr.,,,,,,,,,,,,,max -REDUPL:C1on,,,,,alternancia O/U: <maxmun>,,,
TSE40851,tzh,may,n.,,,,[la yak' may](TSE35191),,,,,,,,-ul,,,,,,,,,
TSE40861,tzh,mayal,pos.adj.,,,,,,,,,,,,,may -al,,,mayajtik,,,,,
TSE40871,tzh,mayal,pos.adj.,,,,,,,Petalcingo,,,,,,may -al,,,mayajtik,,,,,
TSE40881,tzh,mayil,n.,,,,,,,,,,,,,,,,,,,"Abasolo, Oxchuc, San Pedro Pedernal [mail](TSE39651); var. Petalcingo, Sitalá <xmayil>",,
TSE40891,tzh,mayil chan,n.,,,,,,,"Bachajón, Cancuc, Sibakja’, Tenejapa",,,,,,mayil + chan,,,,,,,,
TSE40901,tzh,mayil pox,n.,,,,,,,Tenejapa,,,,,,mayil + pox,,,,,,,,
TSE40911,tzh,mayil ti'bal,n.,,,,,,,Tenejapa,,,,,,mayil + ti' -bal,,,,,,,,
TSE40921,tzh,ma'yuk,n.v.p.,,,mayuk,,,,,,,,,,ma' + ay -uk,,,,,,,,
TSE40931,tzh,ma'yuk yak'el,phr.(n.v.p.+subj.NP),,,,,,TSE01451 ; TSE40921,Guaquitepec,,,,,,,,,,,,,,
TSE40941,tzh,me,dem.,,,,,,,,,TSE40951,,,,,,,,,,,,
TSE40951,tzh,me,art.,,,,,,,,,TSE40941,de [me](TSE40941),,,,,,,,,,,
TSE40961,tzh,me,sub.,,,,,,,,,,,,,,,,,,,,,
TSE40971,tzh,me,part.,,,,,,,,,TSE40961,,,,,,,,,,,,
TSE40981,tzh,me,part.,,,,,,,,,,,,,,,,,,,,,
TSE40991,tzh,me',n2.,,,,[sme' alal](TSE55561); [sme' sk'ab](TSE55571); [sme' yok](TSE55581),,,,,TSE41061 ; TSE41311 ; TSE41681 ; TSE55551,,,,,-il,,,,,"en Bachajón y Sibakja’, <me'> sólo se usa para animales; para humanos [nan](TSE43951) (excepto en el co-compuesto [me' tat](TSE41061))",,
TSE41001,tzh,me' alib,n2.co.,,,,,,TSE01931 ; TSE40991,Amatenango,,,,,,me' + alib,,,,,,,,
TSE41011,tzh,me' ch'ojk,n.,,,,,,,Cancuc,,,,,,me' + ch'ojk 'madre de verruga',,,,,,,,
TSE41021,tzh,me' chonchiw,n.,,,,,,TSE14191 ; TSE40991,Tenejapa,,,,,,me' + chonchiw,,,,,,,,
TSE41031,tzh,me' kaxail,n2.,,,,,,,Tenejapa,,,,,,me' + kaxa -il,,,,,,,,
TSE41041,tzh,me' k'ujk'uj,n.,,,,,,,Tenejapa,,,,,,me' + k'uj -REDUPL:C1VC2,,,,,,Oxchuc <me' k'ojk'oj>,,
TSE41051,tzh,me' nih'al,n2.,,,,,,TSE40991 ; TSE44741,"Amatenango, Petalcingo",,,,,,me' + nih'al,,,,,alternancia H: <me' ni'al>,,,
TSE41061,tzh,me' tat,n2.co.,,,,,,TSE40991 ; TSE57961,,,,,,,me' + tat,me'il tatil,,,,,,,
TSE41071,tzh,me' ts'isim,n.,,,,,,TSE40991 ; TSE64141,,,,,,,me' + ts'isim,,,,,,,,
TSE41081,tzh,me' wakax,n.,,,,,,TSE40991 ; TSE69621,,,,,,,me' + wakax,,,,,,,,
TSE41091,tzh,meba,n./adj.,,,,,,,"Guaquitepec, Oxchuc, Tenejapa",,TSE41101,,,,,,,,,,,,
TSE41101,tzh,meba',n./adj.,,,,,,,,,,,,,,,,,,,"Guaquitepec, Oxchuc, Tenejapa <meba>",,
TSE41102,tzh,meba'tik,diff.adj.,,,,,,,,,,,,,meba' -tik,,,,,,,,
TSE41111,tzh,meba',n.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE41121,tzh,meba chonchiw,n.,,,,,,TSE14191 ; TSE41091,Tenejapa,,,,,,meba + chonchiw,,,,,,,,
TSE41131,tzh,meba k'ulub,n.,,,,,,TSE33661 ; TSE41101,Tenejapa,,,,,,meba + k'ulub,,,,,,,,
TSE41141,tzh,meba'il,n.,,,,,,,,,,,,,meba' -il,,,,,,Guaquitepec <mebail>; Center [mebal](TSE41161); Villa Las Rosas <meba'al>,,
TSE41151,tzh,mebaj,i.v.,,,,,,,"Guaquitepec, Oxchuc, Tenejapa",,,,,,meba' -aj,,,,,,,,
TSE41161,tzh,mebal,n.,,,,,,,Center,,,,,,meba -l,,,,,,,,
TSE41171,tzh,mech',t.v.,,,,,,,Guaquitepec,,,,,,,,,,,,,,
TSE41181,tzh,me'chich,n2.,,,,,,,Amatenango,,,,,,me' + chich,-il,,,,,,,
TSE41191,tzh,mech'tamba,act.n.,,,,,,TSE41171,,,,,,,mech' -tamba,,,,,alternancia -tVmba: <mech'tomba>,,,
TSE41201,tzh,me'chun,n2.,,,,,,,,,,,,,me' + chun,-il,,,,,,,
TSE41211,tzh,me'el,n.,,,,,,TSE40991,,,,,,,me' -el,,,,,,,,
TSE41221,tzh,me'el,n.,,,,,,,,,,de [me'el](TSE41211),,,me' -el,,,,,,,,
TSE41231,tzh,me'el alib,n2.,,,,,,TSE01931 ; TSE41211,"Petalcingo, Tenejapa",,,,,,me' -el + alib,,,,,,,,Petalcingo <me' alib>
TSE41241,tzh,me'el mamal,n.co.,,,,,,TSE40351 ; TSE41211,,,,,,,me' -el + mam -al,,,,,,,,
TSE41251,tzh,me'el me',n2.,,,,,,TSE40991 ; TSE41211,Tenango,,,,,,me' -el + me',,,,,,,,
TSE41261,tzh,me'el nan,n2.,,,,,,TSE41211 ; TSE43951,Sibakja’,,,,,,me' -el + nan,,,,,,,,
TSE41271,tzh,me'elkuj,n2.,,,,,,,Cancuc,,,,,,me' -el + kuj (?),-il,,,,,,,
TSE41281,tzh,mehl,num.clas.,,,,,,TSE41391,,,,,,,mel -h-,,,,,alternancia H: <mel>,,,
TSE41291,tzh,mehl,i.v.,,,,,,,Petalcingo,,,del ch'ol,,,mel -h-,,,,,,,,
TSE41301,tzh,mehtawet,expr.,,,,,,,,,,,,,met -h- -awet,,,,,alternancia H: <mejtawet>,,,
TSE41311,tzh,me'il tatil,n.co.,,,,,,TSE41061,,,,,,,me' -il + tat -il,,,,,,,,
TSE41321,tzh,me'iltatin,t.v.,,,,,,TSE41311,,,,,,,me' -il + tat -in,,,,,,,,
TSE41331,tzh,me'in,i.v.,,,,,,TSE40991,,,,,,,me' -in,,,,,,,,
TSE41341,tzh,me'in,t.v.,,,,,,TSE40991,,,,,,,me' -in,,,,,,"Bachajón, Sibakja’ [nanin](TSE44011)",,
TSE41351,tzh,me'intes,t.v.,,,,,,TSE41331,"Center, Guaquitepec",,,,,,me' -in -tes,,,,,,,,
TSE41361,tzh,me'ixim,n.,,,,,,TSE19821 ; TSE40991,Bachajón,,,,,,me' + ixim,,,,,,,,
TSE41371,tzh,mejkan,n2.,,,,,,,Cancuc,,,,,,,,,,,,,,
TSE41381,tzh,me'jun,n2.,,,,,,,,,,,,,me' + jun,-il,,,-ab,,"Bachajón (San Sebastián) <muk'ul nan, tut nan>",,
TSE41391,tzh,mel,t.v.,,,,[la smel yo'tan](TSE34841),,,,,,,,,,,,,,,,,
TSE41401,tzh,mel alib,n2.,,,,,,,Aguacatenango,,,,,,me' -el + alib,,,,,,,,
TSE41411,tzh,mel o'tan,n./inc.act.n.,,,,,,TSE41391 ; TSE46881,,,,,,,mel + o'tan,,,,,,Oxchuc <mel ot'an>,,
TSE41421,tzh,mel o'tantik,diff.adj.,,,,,,TSE41411,,,,,,,mel + o'tan -tik,,,,,,Oxchuc <mel ot'antik>,,
TSE41431,tzh,melel,n.,,,,,,,,,,,,-il,mel -el,,,,,,,,
TSE41441,tzh,melel,pos.adj.,,,,,,,,,,,,,mel -el,,,melajtik,,,,,
TSE41442,tzh,meltsa'aj,i.v.,,,,,,,"Amatenango, Bachajón, Petalcingo, Villa Las Rosas",,,,,,mel -tsa'aj,,,,,,"Center, Guaquitepec [meltsaj](TSE41443)",,
TSE41443,tzh,meltsaj,i.v.,,,,,,,"Center, Guaquitepec",,,,,,mel -tsaj,,,,,,"Bachajón, Petalcingo, Villa Las Rosas [meltsa'aj](TSE41442)",,
TSE41444,tzh,meltsa'an,t.v.,,[jmeltsa'anwanej](TSE41446),,,,,"Amatenango, Bachajón, Petalcingo, Villa Las Rosas",,,,,,mel -tsa'an,,,,,,"Center, Guaquitepec [meltsan](TSE41445)",,
TSE41445,tzh,meltsan,t.v.,,,,,,,"Center, Guaquitepec",,,,,,mel -tsan,,,,,,"Bachajón, Petalcingo, Villa Las Rosas [meltsa'an](TSE41444)",,
TSE41446,tzh,jmeltsa'anwanej,n.,,,,,,TSE41444,"Bachajón, Petalcingo, Villa Las Rosas",,,,,,,,,,,,,,
TSE41451,tzh,melonex,n.,,,,,,,Tenejapa,,,del español,,,,,,,,,,,
TSE41461,tzh,meme',n2.,,,,,,,"Sitalá, Villa Las Rosas",,,,,,,,,,,,,,
TSE41471,tzh,meme',n.,,,,,,,"South, Petalcingo, Sitalá, Guaquitepec",,,,,,me' -REDUPL:C1VC2,,,,,,,,
TSE41481,tzh,me'mut,n.,,,,,,TSE40991 ; TSE43021,,,,,,,me' + mut,,,,,,,,
TSE41491,tzh,me'mut,n.,,,,,,,,,,"de [me'mut](TSE41481), aplicado a otras especies de animales como sustituto de su nombre principal en circunstancias particulares (nombre secreto) o como único nombre",,,me' + mut,,,,,,,,
TSE41501,tzh,me'mut,n.,,,,,,,,,,[me'mut](TSE41481),,,me' + mut,,,,,,"Guaquitepec [xolob](TSE74241), Petalcingo [pewal ha'](TSE49591)",,"Tenejapa <xme'mut, xme' xmut>"
TSE41511,tzh,merkan,n.,,,merkant'ut',,,,Guaquitepec,,,,,,,,,,,,,,
TSE41521,tzh,mero,adv.,,,meru,,,,,,,del español,,,,,,,,,,,
TSE41531,tzh,meryu,n.,,,,,,,Villa Las Rosas,,,del español <medio>,,,,,,,,,,,
TSE41541,tzh,mes,n.,,,,,,,,,,,,,,,,,,,,,
TSE41551,tzh,mes,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE41561,tzh,mes,num.clas.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE41571,tzh,mesel,pos.adj.,,,,,,,"Cancuc, Tenejapa",,,,,,mes -el,,,mesajtik,,,,,
TSE41581,tzh,meset,expr.,,,meseset,,,TSE41551,,,,,,,mes -et,,,,,,,,
TSE41591,tzh,me'sik,n.,,,,,,TSE40991 ; TSE54881,North,,,,,,me' + sik,,,,,,,,sme' sik
TSE41601,tzh,me'sik,n.,,,,,,TSE40991 ; TSE54881,Petalcingo,,,,,,me' + sik,,,,,,,,
TSE41611,tzh,mesmon,expr.,,,,,,TSE41551,,,,,,,mes -REDUPL:C1on,,,,,alternancia O/U: <mesmun>,,,
TSE41621,tzh,meste',n.,,,,,,,,,,,,,mes + te',,,,,,,,
TSE41631,tzh,mesuj,i.v.,,[jmesujel](TSE41632),,,,,Villa Las Rosas,,,,,,mes -uj,,,,,,,,
TSE41632,tzh,jmesujel,n.,,,,,,TSE41631,Villa Las Rosas,,,,,,j- mes -uj -el,,,,,,,,
TSE41641,tzh,met,n.,,,,,,,Tenejapa,,,del náhuatl <metl>,,,,,,,,,,,
TSE41651,tzh,metel,pos.adj.,,,,,,,Petalcingo,,,,,,met -el,,,metajtik,,,,,
TSE41661,tzh,metet,expr.,,,metetet,,,,,,,,,,,,,,,,,,
TSE41671,tzh,metik,part.,,,,,,,"Aguacatenango, Amatenango",,,,,,,,,,,,,,
TSE41681,tzh,me'tik,n.,,,jme'tik,,,TSE40991,,,,,,,me' -tik,,,,,,,,
TSE41691,tzh,metmon,expr.,,,,,,,,,,,,,met -REDUPL:C1on,,,,,alternancia O/U: <metmun>,Amatenango [metmunet](TSE41692),,
TSE41692,tzh,metmunet,expr.,,,,,,,Amatenango,,,,,,met -REDUPL:C1un -et,,,,,,,,
TSE41701,tzh,mets,t.v.,,,,,,,"Bachajón, Guaquitepec, Petalcingo",,,,,,,,,,,,,,
TSE41702,tzh,metsel,pos.adj.,,,,,,,,,,,,,mets -el,,,metsajtik,,,,,
TSE41703,tzh,mehtsaj,i.v.,,,,,,,,,,,,,mets -h- -aj,,,,,"alternancia H: <mejtsaj, Oxchuc mejts'aj>",,,
TSE41704,tzh,mehtsan,t.v.,,,,,,,,,,,,,mets -h- -an,,,,,"alternancia H: <mejtsan, Oxchuc mejts'an>",,,
TSE41711,tzh,me'ts'i' chup,n.,,,,,,TSE15481 ; TSE40991 ; TSE63281,"Guaquitepec, Tenejapa",,,,,,[me' + ts'i'] + chup,,,,,,,,
TSE41721,tzh,mew,interj.,,,,,,,Petalcingo,,TSE40991 ; TSE56852,,,,,,,,,,,,
TSE41731,tzh,me'winik,n.,,,,,,TSE40991 ; TSE70991,,,,,,,me' + winik,,,,,,,,
TSE41741,tzh,mexa,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE41751,tzh,mey,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE41761,tzh,meyo,n.,,,,,,,Bachajón,,,del español <medio>,,,,,méyo,,,,Villa Las Rosas [meryu](TSE41531),,
TSE41771,tzh,mich',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE41781,tzh,mich'il,pos.adj.,,,,,,,,,,,,,mich' -il,,,mich'ajtik,,,,,
TSE41791,tzh,mih,quant.,"mihil, mijil, miil; Guaquitepec mil",,,,,,North (-Bachajón),,,,,,,,,,,"alternancia H: <mij, mi>",,,
TSE41801,tzh,mihub,i.v.,,,,,,TSE41791,"North (-Bachajón), Cancuc",,,,,,mih -ub,,,,,"alternancia H: <mijub, miub>",,,
TSE41811,tzh,mihubtes,t.v.,,,,,,TSE41801,North (-Bachajón),,,,,,mih -ub -tes,,,,,"alternancia H: <mijubtes, miubtes>",,,
TSE41821,tzh,mil,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE41831,tzh,milawal,n./adj.,,,,,,TSE41821,,,,,,,mil -aw -al,,,,,,,,
TSE41841,tzh,miltamba,act.n.,,,,,,TSE41821,,,,,,,mil -tamba,,,,,alternancia -tVmba: <miltomba>,,,
TSE41851,tzh,min,t.v.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE41861,tzh,min,i.v.,,,,,,,Tenejapa,,TSE41851,,,,,,,,,,,,
TSE41871,tzh,mis,n.,,,,[smisul sk'ab](TSE41872),,,,,,del náhuatl <mistli>,,-ul,,,,,,,"Cancuc, Chilón, Sibakja’, Sitalá, Tenejapa [choj](TSE13811); Cancuc, Tenejapa [xawin](TSE72671); San Pedro Pedernal [moxan](TSE42421); Sitalá [muxa](TSE43211)",,
TSE41872,tzh,smisul sk'ab,n.phr.(n.+psr.NP),,,,,,TSE26891 ; TSE41871,,,,,,,,,,,,,,,
TSE41881,tzh,mis,n2.,,,,,,,Tenejapa,,,,,-ul,,-il,,,,,,,
TSE41891,tzh,mismistik,diff.adj.,,,,,,,,,,,,,mis -REDUPL:C1VC2 -tik,,,,,,,,
TSE41901,tzh,mit',t.v.,,,,,,,"Petalcingo, Tenejapa",,,,,,,,,,,,Guaquitepec [mits'](TSE41921),,
TSE41911,tzh,mit'il,pos.adj.,mit'il,,,,,,,[mit'iltik](TSE41912),,,,,mit' -il,,,mit'ajtik,,,,,
TSE41912,tzh,mit'iltik,diff.adj.,,,,,,TSE41911,"Cancuc, Petalcingo, Oxchuc, Tenejapa, Villa Las Rosas",,,,,,mit' -il -tik,,,,,,,,
TSE41921,tzh,mits',t.v.,,,,,,,"Cancuc, Guaquitepec, Oxchuc",,,,,,,,,,,,"Petalcingo, Tenejapa [mit'](TSE41901)",,
TSE41931,tzh,mits',t.v.,,,,,,,Guaquitepec,,,,,,,,,,,,,,
TSE41941,tzh,mits'il,pos.adj.,,,,,,,,,,,,,mits' -il,,,mits'ajtik,,,"Petalcingo, Tenejapa [mit'il](TSE41911)",,
TSE41951,tzh,mix,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE41961,tzh,mo',n.,,,jmo',,,,Bachajón,,,,,,,,,,,,,,
TSE41971,tzh,mo puy,n.,,,,,,TSE52771,Guaquitepec,,,,,,mo + puy,,,,,,,,
TSE41981,tzh,moch,n.,,,,,,,,,,,,-il,,,,,,,,,
TSE41991,tzh,moch,n2.,,,,,,,Center,,,de [moch](TSE41981),,,,-il,,,,,,,
TSE42001,tzh,moch,refl.t.v.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE42011,tzh,moch',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE42021,tzh,moch bakel,n2.,,,,,,TSE03941 ; TSE41981,,,,,,,moch + bak -el,-il,,,,,,,
TSE42031,tzh,mochk'ej,i.v.,,,,,,,Tenejapa,,,,,,moch -k'ej,,,,,,,,
TSE42041,tzh,mochol,pos.adj.,,,,,,,"Center, North",,,,,,moch -ol,,,mochajtik,,,,,
TSE42051,tzh,moen,n.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE42061,tzh,moh,mov.i.v.,,,,,,,,,,,,,,,,,,"alternancia H: <moj, mo>",Copanaguatla <muy>; Petalcingo [muh](TSE42501); var. Villa Las Rosas <moy>,,
TSE42071,tzh,mohchaj,i.v.,,,,,,,Petalcingo,,,,,,moch -h- -aj,,,,,,,,
TSE42081,tzh,mohchan,t.v.,,,,,,,Petalcingo,,,,,,moch -h- -an,,,,,,,,
TSE42091,tzh,mohel,dir.,,,,,,TSE42061,,,,,,,moh -el,,,,,"alternancia H: <mojel, moel>",Petalcingo <muhel>,,
TSE42101,tzh,mohlol,n2.,,,,[smohlol ta antsil](TSE55591); [smohlol ta winikil](TSE55601),,,North,,,,,,mol -h- -ol,,,,-ab,alternancia H: <molol>,"Center, South [joy](TSE25121)",,
TSE42111,tzh,mohlolin,t.v.,,,,,,TSE42101,"Bachajón, Guaquitepec, Petalcingo",,,,,,mohlol -in,,,,,alternancia H: <mololin>,,,
TSE42121,tzh,mohloltes,t.v.,,,,,,TSE42101,"Bachajón, Guaquitepec, Petalcingo",,,,,,mohlol -tes,,,,,alternancia H: <mololtes>,,,
TSE42131,tzh,mohtes,t.v.,,,,,,TSE42061,,,,,,,moh -tes,,,,,"alternancia H: <mojtes, Oxchuc mojt'es>","Petalcingo <muhtes>; Villa Las Rosas <mojes, moytes, moyes>",,
TSE42141,tzh,mohtesa,n.,,,,,,,Bachajón,,,,,,,,mohtesá,,,,Petalcingo <xmoxtasa>; Tenejapa <mustisa>,,
TSE42151,tzh,mohtoy,n.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE42161,tzh,mointe' ch'o,n.,,,,,,TSE13471 ; TSE42061 ; TSE58281,Tenejapa,,,,,,[mo -in + te'] + ch'o,,,,,,,,
TSE42171,tzh,mok,coord.,,,,,,,Oxchuc,,,,,,,,,,,,,,
TSE42181,tzh,mok,part.,,,,,,,,,TSE42171,,,,,,,,,,,,
TSE42191,tzh,mokoch,n.,,,,,,,Tenejapa,,,,,,,,,,,,,,
